num,'genus species',x,y
2471,'Genus sp21',2172043.659,1123586.915
2472,'Genus sp21',2169313.585,1122997.378
2473,'Genus sp21',2165580.339,1110906.369
2474,'Genus sp21',2139991.341,1080810.19
2475,'Genus sp21',2457300.171,1090689.477
2476,'Genus sp21',2426402.734,1067902.907
2477,'Genus sp21',2445663.864,1074250.323
2478,'Genus sp21',2457973.3,1125398.233
2479,'Genus sp21',2433074.233,1057488.932
2631,'Genus sp20',3464023.759,1073065.188
2633,'Genus sp15',3480641.57,1063784.176
2634,'Genus sp20',3465498.568,1078241.357
2635,'Genus sp20',3463129.645,1072670.782
2699,'Genus sp5',3520937.828,970240.3102
2708,'Genus sp19',3567821.267,1065402.07
2709,'Genus sp19',3512599.915,986188.8776
2710,'Genus sp19',3506825.355,975609.261
2712,'Genus sp19',3503549.873,975396.9606
2830,'Genus sp11',2441292.13,1078533.315
2831,'Genus sp11',2430839.585,1060590.615
2832,'Genus sp11',2441922.253,1079114.755
2833,'Genus sp11',2442925.237,1061043.335
2834,'Genus sp11',2445687.253,1068935.339
2835,'Genus sp11',2432393.501,1068738.093
2836,'Genus sp11',2449979.6,1066097.633
2837,'Genus sp11',2441825.113,1069952.994
2838,'Genus sp11',2433536.968,1062566.167
2839,'Genus sp11',2434320.697,1061808.583
2841,'Genus sp11',2435922.901,1055297.473
2842,'Genus sp11',2438918.138,1060729.335
2843,'Genus sp11',2432632.198,1059983.378
2844,'Genus sp11',2427727.098,1060326.518
2845,'Genus sp11',2424961.964,1066970.943
2846,'Genus sp11',2432673.604,1059729.09
2847,'Genus sp11',2438728.927,1066563.945
2848,'Genus sp11',2443485.495,1066861.406
2849,'Genus sp11',2424066.988,1061105.862
2850,'Genus sp11',2430867.488,1057733.579
2851,'Genus sp11',2434599.774,1058887.865
2852,'Genus sp11',2432079.821,1056714.704
2853,'Genus sp11',2436109.776,1058136.561
2854,'Genus sp11',2436718.753,1067406.113
2855,'Genus sp11',2429358.951,1066842.84
2856,'Genus sp11',2442508.632,1079391.298
2857,'Genus sp11',2447128.151,1078361.72
2858,'Genus sp11',2428637.014,1064524.213
2859,'Genus sp11',2436854.408,1057420.044
2860,'Genus sp11',2437444.876,1068494.283
2861,'Genus sp11',2446364.283,1072557.36
2862,'Genus sp11',2434421.184,1057368.348
2863,'Genus sp11',2434553.366,1069144.75
2864,'Genus sp11',2433072.818,1077856.358
2865,'Genus sp11',2430428.269,1065617.162
2866,'Genus sp11',2453245.38,1059848.608
2867,'Genus sp11',2437099.362,1075997.851
2868,'Genus sp11',2443922.05,1072775.041
2869,'Genus sp11',2433782.541,1056895.957
2870,'Genus sp11',2435551.625,1054607.575
2871,'Genus sp11',2430826.202,1062605.158
2872,'Genus sp11',2436650.214,1057194.215
2873,'Genus sp11',2419104.898,1068881.4
2874,'Genus sp11',2439396.874,1076727.903
2875,'Genus sp11',2429378.596,1061681.587
2876,'Genus sp11',2431474.333,1058631.913
2877,'Genus sp11',2435615.13,1058007.287
2878,'Genus sp11',2427612.983,1063556.889
2879,'Genus sp11',2427219.017,1062574.801
2880,'Genus sp11',2433836.003,1064426.369
2881,'Genus sp11',2435681.653,1058693.813
2882,'Genus sp11',2433709.692,1061642.369
2883,'Genus sp11',2429719.353,1059215.519
2884,'Genus sp11',2433289.214,1063904.603
2886,'Genus sp11',2434585.319,1065362.904
2887,'Genus sp11',2469843.789,1108598.017
2888,'Genus sp11',2436866.532,1056635.204
2889,'Genus sp11',2435597.099,1056432.518
2890,'Genus sp11',2435784.708,1064254.7
2891,'Genus sp11',2437085.787,1055162.559
2892,'Genus sp11',2437215.401,1059384.283
2893,'Genus sp11',2519195.508,1051731.3
2894,'Genus sp11',2429026.742,1065625.082
2895,'Genus sp11',2438309.622,1070065.041
2896,'Genus sp11',2433441.168,1072344.204
2897,'Genus sp11',2438578.657,1070391.04
2898,'Genus sp11',2434025.518,1057990.244
2899,'Genus sp11',2440475.92,1063352.124
2900,'Genus sp11',2433814.482,1063392.218
2901,'Genus sp11',2435415.592,1055345.183
2902,'Genus sp11',2430024.403,1056016.326
2903,'Genus sp11',2433170.335,1062465.443
2904,'Genus sp11',2442907.355,1077424.007
2905,'Genus sp11',2436209.087,1070212.57
2906,'Genus sp11',2433985.503,1056229.537
2907,'Genus sp11',2432355.577,1058263.659
2908,'Genus sp11',2439872.543,1079256.928
2909,'Genus sp11',2434283.474,1065735.704
2910,'Genus sp11',2437142.064,1066744.455
2933,'Genus sp21',2175960.911,1088238.567
2934,'Genus sp21',2447478.114,1066701.849
2935,'Genus sp21',2458702.782,1084368.692
2936,'Genus sp21',2419300.829,1065040.026
2950,'Genus sp11',2434232.179,1059824.091
2951,'Genus sp11',2429827.062,1063927.074
2952,'Genus sp11',2431007.459,1070276.193
2978,'Genus sp12',3493273.8,1077513.749
3047,'Genus sp19',3499659.949,966041.3883
3059,'Genus sp18',2456648.384,1098738.576
3060,'Genus sp18',2166768.755,1164331.624
3062,'Genus sp21',2162410.349,1114870.518
3063,'Genus sp22',2462434.993,1163333.958
3064,'Genus sp22',2457257.002,1166757.311
3065,'Genus sp22',2462851.95,1163240.088
3066,'Genus sp22',2463181.97,1164343.222
3067,'Genus sp22',2460550.585,1170848.501
3068,'Genus sp22',2461731.885,1170233.532
3072,'Genus sp12',3512655.921,1070048.363
3076,'Genus sp12',3460052.406,1015718.24
3077,'Genus sp11',3566685.737,1054113.459
3078,'Genus sp11',2449506.391,1069626.993
3079,'Genus sp15',3486039.887,1005327.122
3085,'Genus sp15',3521911.674,1064484.253
3086,'Genus sp9',3484327.987,1005403.623
3094,'Genus sp11',2305342.345,995999.0701
3099,'Genus sp18',2327558.581,1045353.818
3110,'Genus sp10',3380998.558,900059.2946
3111,'Genus sp10',3378650.014,901872.5379
3114,'Genus sp11',3480482.842,908129.7951
3133,'Genus sp20',3433720.24,925853.311
3134,'Genus sp20',3344098.659,901691.7176
3135,'Genus sp20',3346597.983,903303.1685
3136,'Genus sp20',3453983.654,932134.1274
3138,'Genus sp15',3477084.08,916188.341
3139,'Genus sp11',3426726.183,877487.2272
3150,'Genus sp11',2299396.063,968336.5968
3151,'Genus sp11',2301637.425,970206.8605
3152,'Genus sp11',2408179.184,1015572.157
3153,'Genus sp11',3443856.253,915630.7471
3154,'Genus sp18',2467781.146,1037941.875
3155,'Genus sp18',2296050.866,956537.2199
3156,'Genus sp18',2535944.033,957630.9969
3157,'Genus sp18',2535888.447,953827.8202
3158,'Genus sp18',2700123.362,953503.3506
3161,'Genus sp18',2480565.216,1047057.888
3176,'Genus sp21',2324095.846,971151.6652
3177,'Genus sp21',2323069.636,974133.2623
3189,'Genus sp15',3536045.548,964800.7011
3190,'Genus sp10',3381154.768,939143.1174
3192,'Genus sp10',3444433.174,936017.2554
3193,'Genus sp10',3438786.184,962767.7857
3194,'Genus sp10',3377149.749,944371.208
3195,'Genus sp10',3384034.323,943584.4425
3197,'Genus sp10',3386008.687,941504.6966
3198,'Genus sp10',3388648.336,938417.873
3199,'Genus sp10',3400484.628,922768.6449
3200,'Genus sp10',3381000.626,945263.2428
3201,'Genus sp10',3425946.165,940785.4627
3202,'Genus sp10',3383783.05,944766.9156
3203,'Genus sp10',3443615.443,944276.4045
3204,'Genus sp10',3387945.03,947703.0204
3205,'Genus sp10',3382336.237,947580.9392
3208,'Genus sp21',2423615.101,1024254.654
3209,'Genus sp21',2434059.599,1022539.395
3258,'Genus sp1',3470236.869,904844.3773
3259,'Genus sp1',3449075.402,913529.1435
3260,'Genus sp1',3476819.525,916347.1126
3261,'Genus sp19',3520239.609,945153.3111
3262,'Genus sp12',2391599.493,993192.7348
3263,'Genus sp12',3448282.887,866085.5113
3265,'Genus sp12',3436113.205,920097.0477
3266,'Genus sp12',3430502.866,920460.0216
3315,'Genus sp19',3520757.799,956500.9853
3324,'Genus sp11',2432457.134,1048144.334
3325,'Genus sp11',2429424.846,1058836.006
3326,'Genus sp12',3456459.766,924138.431
3328,'Genus sp11',3492967.914,962978.2538
3330,'Genus sp11',3517004.048,943464.9816
3334,'Genus sp11',3526997.013,959097.8911
3335,'Genus sp12',3442829.24,868193.8048
3346,'Genus sp11',3520056.931,941626.7902
3347,'Genus sp18',2290189.856,959254.3824
3361,'Genus sp20',3359147.628,898422.8785
3364,'Genus sp11',3519442.91,949327.3201
3365,'Genus sp18',2466473.288,1031999.407
3366,'Genus sp18',2530177.89,958207.5068
3379,'Genus sp15',3493195.694,965449.4583
3389,'Genus sp1',3483493.025,903796.7111
3390,'Genus sp1',3487534.083,910669.0037
3391,'Genus sp1',3457441.36,902807.926
3393,'Genus sp19',3516705.086,950148.9441
3394,'Genus sp19',3514319.093,956989.1316
3395,'Genus sp12',2393517.718,989582.3573
3421,'Genus sp15',3511958.955,949597.602
3423,'Genus sp10',3486296.418,952838.1772
3426,'Genus sp19',3513163.423,944191.0366
3427,'Genus sp21',2329571.597,975941.9106
3428,'Genus sp15',3519774.954,946924.2794
3429,'Genus sp19',3526386.733,954954.5792
3437,'Genus sp10',3385534.26,936255.2737
3462,'Genus sp12',3434360.484,866402.8467
3464,'Genus sp10',3438499.19,962568.3914
3465,'Genus sp10',3452020.162,948516.1907
3466,'Genus sp10',3441859.085,942457.4371
3467,'Genus sp10',3380942.338,944612.2072
3468,'Genus sp10',3382242.488,942478.5565
3472,'Genus sp11',3451110.981,909560.3162
3502,'Genus sp12',2271281.849,978429.1271
3503,'Genus sp12',2265671.338,950034.8852
3504,'Genus sp12',2256858.472,966233.025
3505,'Genus sp12',2265741.186,972049.3526
3506,'Genus sp12',2260912.019,978416.4089
3507,'Genus sp12',2249866.412,984524.4837
3508,'Genus sp12',2339662.441,990888.2054
3509,'Genus sp12',2323424.45,970093.831
3510,'Genus sp12',2290015.087,950254.6322
3511,'Genus sp12',2251895.064,984381.894
3512,'Genus sp12',2262030.863,957629.697
3513,'Genus sp12',2396636.44,983630.5031
3514,'Genus sp12',2413379.7,993130.8738
3515,'Genus sp12',2386990.415,990845.0353
3516,'Genus sp12',2417129.945,994975.5355
3517,'Genus sp12',2395563.743,995400.0135
3518,'Genus sp12',2395711.931,1011706.039
3519,'Genus sp12',2384303.016,991433.7046
3520,'Genus sp12',2389963.628,997238.9718
3521,'Genus sp12',2415216.305,990670.6195
3522,'Genus sp12',2390442.239,995471.7322
3523,'Genus sp12',3458674.23,895953.0771
3524,'Genus sp12',3460816.719,893869.3164
3526,'Genus sp21',2415558.192,1028220.446
3527,'Genus sp21',2410450.625,995892.5038
3528,'Genus sp21',2438399.312,1040646.103
3529,'Genus sp21',2428072.717,1048762.744
3530,'Genus sp21',2440308.666,1010008.082
3531,'Genus sp21',2437172.913,992078.42
3532,'Genus sp21',2401279.838,985264.8804
3533,'Genus sp21',2438556.489,1014684.069
3534,'Genus sp21',2430680.322,1018572.254
3535,'Genus sp21',2443757.207,1014283.294
3536,'Genus sp21',2395684.748,996657.1908
3537,'Genus sp21',2433180.252,1019736.624
3538,'Genus sp21',2429941.41,1054772.872
3542,'Genus sp21',2432890.486,1012340.503
3543,'Genus sp21',2420659.654,1056331.833
3544,'Genus sp21',2395205.232,992766.1701
3545,'Genus sp21',2436479.784,1052251.298
3546,'Genus sp21',2439026.727,1053204.189
3547,'Genus sp21',2445578.999,1023381.003
3548,'Genus sp21',2413553.582,987010.6485
3549,'Genus sp21',2426327.099,1018454.935
3550,'Genus sp21',2407923.873,987418.5499
3551,'Genus sp21',2389657.751,992782.283
3552,'Genus sp21',2430199.65,1016278.931
3553,'Genus sp21',2410662.475,993300.1951
3554,'Genus sp21',2437835.944,1050811.03
3555,'Genus sp21',2424655.041,1056319.125
3556,'Genus sp21',2425313.796,1052673.005
3557,'Genus sp21',2439365.952,1021279.558
3558,'Genus sp21',2430350.243,1060441.292
3559,'Genus sp21',2423491.327,1052865.729
3560,'Genus sp21',2429704.778,1055741.33
3561,'Genus sp21',2423912.239,1059549.79
3562,'Genus sp21',2427294.827,1052930.627
3563,'Genus sp21',2431238.364,1055483.627
3564,'Genus sp21',2430869.095,1052119.194
3565,'Genus sp21',2430310.498,1052279.344
3566,'Genus sp21',2398562.866,989513.6898
3567,'Genus sp21',2422181.813,1028153.321
3568,'Genus sp21',2415513.211,990828.6807
3569,'Genus sp21',2438537.628,1006739.027
3570,'Genus sp21',2430653.854,1053690.235
3571,'Genus sp21',2432715.342,1059849.066
3572,'Genus sp21',2417478.034,1026455.43
3573,'Genus sp21',2424796.283,1025279.252
3574,'Genus sp21',2444906.073,1048044.334
3578,'Genus sp21',2441502.333,1056197.23
3580,'Genus sp21',2418328.453,992722.6186
3581,'Genus sp21',2415105.225,989853.093
3582,'Genus sp21',2418524.366,988063.6412
3583,'Genus sp21',2428466.751,1039085.799
3584,'Genus sp21',2434173.776,1017672.157
3585,'Genus sp21',2439047.684,1015566.189
3586,'Genus sp21',2428911.476,1016592.309
3769,'Genus sp20',3436301.127,916400.9018
3770,'Genus sp20',3451688.02,932159.4966
3771,'Genus sp20',3448392.466,926767.2743
3772,'Genus sp20',3431225.582,929730.2881
3773,'Genus sp20',3476447.416,953566.4891
3774,'Genus sp20',3303681.14,899339.8964
3775,'Genus sp20',3436125.969,915559.9068
3776,'Genus sp20',3439064.655,912479.9155
3777,'Genus sp20',3436774.315,920995.8742
3778,'Genus sp20',3443995.309,932345.2783
3779,'Genus sp20',3439507.953,909912.4525
3780,'Genus sp20',3288680.389,930642.5573
3805,'Genus sp19',3525643.794,961440.0177
3806,'Genus sp19',3518093.984,954684.19
3807,'Genus sp19',3520675.775,959580.4332
3808,'Genus sp19',3513068.047,944747.3073
3809,'Genus sp19',3511617.69,947077.5804
3810,'Genus sp19',3478134.261,934061.0551
3811,'Genus sp19',3487101.645,948501.4537
3813,'Genus sp19',3516819.967,954658.6233
4029,'Genus sp21',2325612.308,973715.561
4030,'Genus sp21',2329124.91,970451.8014
4032,'Genus sp21',2323919.629,977742.0162
4085,'Genus sp11',2405053.576,1011571.21
4086,'Genus sp11',2435338.66,1020759.98
4087,'Genus sp11',2426145.056,1012236.934
4088,'Genus sp11',2426041.497,1026548.11
4089,'Genus sp11',2432406.912,1046933.075
4090,'Genus sp11',2546444.239,957673.9842
4091,'Genus sp11',2429188.084,1060256.91
4092,'Genus sp11',2392683.664,995731.3394
4093,'Genus sp11',2430136.447,1061504.258
4094,'Genus sp11',2433400.595,1031198.072
4095,'Genus sp11',2428277.631,1023224.304
4096,'Genus sp11',2431998.799,1027657.131
4097,'Genus sp11',2435546.964,1024342.047
4098,'Genus sp11',2428442.673,1022430.903
4099,'Genus sp11',2433526.373,1029431.002
4100,'Genus sp11',2376618.421,987493.8834
4101,'Genus sp11',2429219.029,1060009.605
4102,'Genus sp11',2417860.049,991320.2548
4103,'Genus sp11',2401330.508,987127.3587
4104,'Genus sp11',2422699.752,1019081.788
4105,'Genus sp11',2417276.666,1029321.93
4106,'Genus sp11',2430808.89,1061968.803
4107,'Genus sp11',2432261.285,1055720.09
4109,'Genus sp11',2424364.174,1055507.388
4110,'Genus sp11',2409343.972,1015789.343
4111,'Genus sp11',2387788.423,990630.844
4113,'Genus sp11',2437065.641,1053792.685
4114,'Genus sp11',2437317.082,1051370.114
4115,'Genus sp11',2406756.362,1017135.059
4116,'Genus sp11',2424077.882,1001791.974
4117,'Genus sp11',2436943.213,1049228.612
4118,'Genus sp11',2415982.567,1007640.101
4119,'Genus sp11',2426480.444,1051201.135
4120,'Genus sp11',2428578.718,1060871.007
4121,'Genus sp11',2420900.823,1033571.092
4122,'Genus sp11',2438849.548,1060033.855
4123,'Genus sp11',2433465.292,1053776.711
4124,'Genus sp11',2408863.23,1014145.564
4125,'Genus sp11',2439828.25,1054885.884
4126,'Genus sp11',2432971.677,1049930.886
4127,'Genus sp11',2440966.158,1056299.906
4128,'Genus sp11',2431718.889,1061183.456
4129,'Genus sp11',2434850.909,1058619.157
4130,'Genus sp11',2427429.995,1016738.44
4131,'Genus sp11',2435935.958,1056057.251
4132,'Genus sp11',2384476.801,982021.9015
4133,'Genus sp11',2410665.718,1012129.069
4134,'Genus sp11',2431654.678,1029105.007
4135,'Genus sp11',2376143.755,995367.9011
4136,'Genus sp11',2488257.328,1036338.859
4138,'Genus sp11',2418046.913,1019625.112
4139,'Genus sp11',2427655.446,1059823.035
4140,'Genus sp11',2431046.549,1053693.243
4141,'Genus sp11',2399365.154,988722.6277
4142,'Genus sp11',2280698.018,980226.3454
4143,'Genus sp11',3480308.695,900331.2637
4145,'Genus sp11',2429465.566,1053804.386
4146,'Genus sp11',2431402.403,1037092.935
4147,'Genus sp11',2427181.649,1053003.059
4148,'Genus sp11',2436847.978,1058967.855
4149,'Genus sp11',2429733.707,1055385.6
4150,'Genus sp11',2435526.704,1056208.538
4152,'Genus sp11',2433132.249,1060026.237
4153,'Genus sp11',2428499.726,1061210.497
4154,'Genus sp11',2384848.126,991077.5507
4155,'Genus sp11',2419715.392,1023981.798
4156,'Genus sp11',2409753.712,1012937.649
4157,'Genus sp11',2392860.223,993209.9755
4158,'Genus sp11',2372379.967,969509.5568
4159,'Genus sp11',2373031.906,971985.9522
4160,'Genus sp11',2373332.345,963603.0051
4161,'Genus sp11',2342278.902,976526.6506
4162,'Genus sp11',2301337.397,976917.498
4163,'Genus sp11',2248349.917,962450.351
4164,'Genus sp11',2243258.895,966810.5503
4165,'Genus sp11',2436125.16,1052157.616
4166,'Genus sp11',2442873.172,1054451.631
4167,'Genus sp11',2445096.773,1049423.094
4168,'Genus sp11',2430127.781,1061524.616
4169,'Genus sp11',2375947.184,995050.6969
4170,'Genus sp11',2288539.572,981186.4229
4171,'Genus sp11',2270042.535,988434.6149
4172,'Genus sp11',2277726.724,987203.5491
4173,'Genus sp11',2248518.605,958521.9058
4174,'Genus sp11',2239571.067,976617.0619
4175,'Genus sp11',2367165.994,971485.739
4176,'Genus sp11',2312539.776,974808.0326
4177,'Genus sp11',2255211.32,991670.7787
4178,'Genus sp11',2248740.302,993856.1553
4179,'Genus sp11',2254188.635,965297.2076
4180,'Genus sp11',2282444.38,985679.506
4181,'Genus sp11',2263040.767,973427.4038
4182,'Genus sp11',2248715.69,958698.4881
4183,'Genus sp11',2255653.56,976786.8794
4184,'Genus sp11',2241955.73,956470.0756
4209,'Genus sp12',2368759.792,967860.4764
4210,'Genus sp12',2246140.351,961747.1281
4211,'Genus sp12',2392472.874,993791.2356
4212,'Genus sp12',2384062.987,988555.8625
4214,'Genus sp12',2269861.434,966555.911
4217,'Genus sp21',2422724.455,1033331.75
4218,'Genus sp21',2424725.891,1053475.054
4219,'Genus sp21',2445939.899,1053204.2
4250,'Genus sp11',2423063.073,1060270.24
4251,'Genus sp11',2434943.491,1050700.262
4252,'Genus sp11',2437563.466,1053074.906
4253,'Genus sp11',2434536.773,1026540.748
4254,'Genus sp11',2309922.317,979248.5994
4255,'Genus sp11',2264476.14,948918.103
4256,'Genus sp11',2312393.771,975161.5086
4258,'Genus sp11',2270131.854,955332.2934
4259,'Genus sp11',2434308.957,1058609.77
4260,'Genus sp11',2312115.09,995158.731
4261,'Genus sp11',2428866,1046662.726
4262,'Genus sp11',2418914.697,1024974.467
4263,'Genus sp11',2428804.585,1052017.86
4294,'Genus sp21',2441165.458,1044669.914
4467,'Genus sp18',2423350.28,1000858.023
4476,'Genus sp10',3441830.902,971007.8671
4483,'Genus sp11',2312229.704,968287.1283
4484,'Genus sp18',2530777.847,993974.7308
4525,'Genus sp18',2466221.059,1038235.857
4526,'Genus sp18',2527803.432,992315.4209
4527,'Genus sp18',2446099.336,1015930.941
4528,'Genus sp18',2440087.523,1004869.161
4529,'Genus sp18',2479545.003,1038434.408
4530,'Genus sp18',2479013.948,1041590.043
4531,'Genus sp18',2475705.835,1042182.726
4532,'Genus sp18',2483476.641,1038216.007
4535,'Genus sp18',2470527.603,1031433.678
4536,'Genus sp18',2330791.995,1052723.413
4537,'Genus sp18',2328300.553,1045119.564
4538,'Genus sp18',2334366.503,1043381.596
4539,'Genus sp18',2374001.716,990743.2348
4540,'Genus sp17',2294527.651,981774.9107
4541,'Genus sp17',2286471.451,986625.6694
4542,'Genus sp18',2410687.992,989938.7721
4543,'Genus sp18',2469049.722,1036514.55
4544,'Genus sp18',2330398.442,1048238.619
4545,'Genus sp18',2240363.057,980310.0145
4546,'Genus sp18',2259007.09,1051472.103
4547,'Genus sp18',2456856.97,1008574.757
4549,'Genus sp18',2470695.93,1030952.754
4550,'Genus sp18',2376971.221,995562.2018
4551,'Genus sp18',2286104.632,949303.2017
4553,'Genus sp18',2432040.837,1001207.803
4554,'Genus sp18',2472965.157,1048000.947
4555,'Genus sp18',2478385.729,1038195.489
4556,'Genus sp18',2281246.128,950977.143
4557,'Genus sp18',2531468.517,989037.3698
4558,'Genus sp18',2292774.092,951985.9313
4559,'Genus sp18',2291831.55,951516.6266
4560,'Genus sp18',2286071.024,958680.0788
4561,'Genus sp18',2527148.909,992293.3528
4562,'Genus sp18',2532312.57,954402.8414
4563,'Genus sp18',2472013.508,1038710.72
4564,'Genus sp18',2471828.45,1032423.499
4565,'Genus sp18',2292483.862,948884.8543
4566,'Genus sp21',2291821.738,983098.7745
4567,'Genus sp21',2324193.676,977820.3766
4568,'Genus sp21',2328895.09,973512.7772
4569,'Genus sp21',2334404.355,977520.674
4570,'Genus sp21',2326011.576,973881.2005
4571,'Genus sp21',2323413.245,964219.2235
4573,'Genus sp21',2435282.232,1014377.471
4574,'Genus sp18',2293503.548,950309.0139
4575,'Genus sp1',3450683.024,908859.0068
4576,'Genus sp21',2332196.667,968822.047
4577,'Genus sp21',2436187.372,1022252.693
4578,'Genus sp21',2325328.318,962222.4593
4579,'Genus sp30',2428398.757,1008907.068
4581,'Genus sp10',3387921.472,949708.187
4584,'Genus sp12',3437323.491,866223.624
4585,'Genus sp1',3456404.651,879901.9641
4591,'Genus sp10',3385570.586,941832.9164
4601,'Genus sp15',3435814.351,867957.3327
4612,'Genus sp11',2416510.694,1027670.438
4613,'Genus sp11',2433623.173,1058096.569
4614,'Genus sp11',2407636.84,1006753.986
4615,'Genus sp11',2252966.008,956372.297
4616,'Genus sp11',2309876.026,966869.6873
4617,'Genus sp11',2306620.345,996015.002
4618,'Genus sp11',3450297.028,909542.9958
4619,'Genus sp21',2328723.29,970356.5846
4621,'Genus sp12',3441204.089,870728.9916
4625,'Genus sp21',2434613.322,1020395.8
4626,'Genus sp10',3442303.692,967716.1331
4627,'Genus sp21',3436828.073,963120.6149
4630,'Genus sp10',3453272.827,956185.415
4631,'Genus sp10',3453530.893,962699.7916
4634,'Genus sp21',2548633.27,935660.7446
4635,'Genus sp21',2553565.855,940478.9875
4637,'Genus sp18',2551152.683,937952.2285
4649,'Genus sp23',3147509.88,821669.3882
4650,'Genus sp23',3135665.21,852149.9089
4730,'Genus sp24',3243010.257,872017.2811
4731,'Genus sp24',3207622.379,881545.8853
4732,'Genus sp24',3084682.755,804678.9363
4733,'Genus sp24',3090193.409,802766.799
4734,'Genus sp24',3047107.324,808882.1688
4735,'Genus sp24',3052931.4,808824.8068
4736,'Genus sp24',3045559.914,814230.5006
4737,'Genus sp24',3046579.726,806850.1116
4738,'Genus sp24',3049213.591,807882.0054
4739,'Genus sp24',3049346.48,806118.5098
4740,'Genus sp24',3059860.351,814310.4673
4749,'Genus sp20',3405000.489,858576.0615
4755,'Genus sp25',3140321.818,884397.2611
4756,'Genus sp11',3453588.766,841929.4977
4757,'Genus sp18',2576489.545,900871.6031
4786,'Genus sp24',3109266.676,813169.7297
4787,'Genus sp26',3396828.993,833317.2784
4789,'Genus sp25',3096650.813,870695.7299
4790,'Genus sp25',3144801.854,877664.3809
4801,'Genus sp1',3426580.126,764429.8463
4802,'Genus sp12',2705453.148,849247.9054
4835,'Genus sp25',3248624.852,883958.2382
4842,'Genus sp20',3381590.497,791936.3121
4843,'Genus sp20',3405352.926,863831.9419
4844,'Genus sp20',3400568.82,827729.0434
4845,'Genus sp11',3420843.834,768891.6139
4853,'Genus sp25',3091590.343,863978.9559
4857,'Genus sp15',3385557.413,760824.9696
4858,'Genus sp15',3414875.303,765544.5593
4859,'Genus sp15',3417244.166,755409.0051
4860,'Genus sp25',3103461.818,860761.5608
4861,'Genus sp25',3096465.965,872767.1656
4862,'Genus sp25',3098999.82,868727.0329
4863,'Genus sp1',3427997.31,766918.3066
4864,'Genus sp1',3382101.711,766058.8101
4870,'Genus sp11',3458426.435,853634.6167
4871,'Genus sp15',3445024.886,852986.9165
4872,'Genus sp11',3451904.93,849757.047
4873,'Genus sp1',3450077.575,853555.572
4876,'Genus sp15',3446252.728,853326.867
4883,'Genus sp20',3379532.769,830741.4576
4884,'Genus sp15',3384111.689,766205.4627
4906,'Genus sp12',2703796.311,848734.199
4907,'Genus sp21',2655530.086,882244.6694
4908,'Genus sp21',2623114.205,902845.1841
4909,'Genus sp21',2622933.313,910386.6884
4910,'Genus sp21',2596943.338,912794.0024
4911,'Genus sp21',2616460.261,902882.4439
4913,'Genus sp21',2612644.449,911598.6627
4914,'Genus sp21',2597329.35,923391.8328
4915,'Genus sp21',2592652.855,919750.2078
4916,'Genus sp21',2617711.464,905837.5644
4917,'Genus sp21',2568038.914,832672.2674
4918,'Genus sp21',2587835.897,890033.2258
4919,'Genus sp21',2614247.455,899335.4523
4934,'Genus sp27',3403977.473,762946.103
4937,'Genus sp20',3402263.098,870615.3474
4938,'Genus sp20',3400776.621,865578.8941
4946,'Genus sp24',3051934.49,814855.1576
4947,'Genus sp24',3047761.339,813977.4718
4948,'Genus sp24',3045634.553,808611.6211
4949,'Genus sp24',3053807.547,815536.1465
4950,'Genus sp26',3396592.73,832074.205
4988,'Genus sp21',2615162.212,904580.9299
4989,'Genus sp21',2611969.465,901239.1563
4990,'Genus sp21',2613264.797,904400.3318
5005,'Genus sp15',3359602.198,781375.1907
5007,'Genus sp24',3051914.9,806763.8996
5027,'Genus sp20',3395216.781,825352.8869
5043,'Genus sp18',2289430.767,947703.5777
5044,'Genus sp18',2277274.771,954919.3591
5045,'Genus sp18',2505066.646,938425.3101
5046,'Genus sp18',2621970.712,861010.0382
5047,'Genus sp21',2655981.205,868153.3433
5048,'Genus sp18',2291723.239,951391.1852
5049,'Genus sp18',2291497.311,951470.6976
5050,'Genus sp18',2278120.86,951820.6927
5051,'Genus sp18',2294854.526,948409.902
5052,'Genus sp18',2613328.459,903652.5381
5053,'Genus sp18',2588561.921,870126.4231
5054,'Genus sp21',2610224.327,898590.8794
5055,'Genus sp27',2757645.186,827136.6061
5056,'Genus sp27',3404251.367,756084.1058
5057,'Genus sp27',3403844.163,761756.1888
5061,'Genus sp15',3451488.232,848811.8127
5062,'Genus sp12',3079164.048,802849.2543
5075,'Genus sp25',3140874.834,878158.5355
5076,'Genus sp11',3425418.989,802937.9393
5077,'Genus sp12',2751426.605,829468.7685
5079,'Genus sp1',3429500.666,775644.348
5082,'Genus sp21',3428077.705,775253.399
5083,'Genus sp21',2718891.217,815725.5368
5085,'Genus sp20',3253655.662,763108.2626
5098,'Genus sp27',2773554.781,784541.5746
5155,'Genus sp23',2868931.14,718993.5256
5156,'Genus sp23',2875366.954,721563.1141
5157,'Genus sp23',3038099.951,715478.6162
5158,'Genus sp23',2854947.782,738403.6788
5159,'Genus sp23',2881435.745,738369.5288
5160,'Genus sp23',2875078.576,742422.7812
5161,'Genus sp23',2875997.608,744859.4141
5162,'Genus sp23',2873897.184,750847.3708
5163,'Genus sp23',2935614.151,741300.7471
5164,'Genus sp23',2945965.49,743566.0794
5165,'Genus sp23',2935787.608,745802.6937
5166,'Genus sp23',2937590.79,750405.1227
5167,'Genus sp23',2942262.776,749318.6674
5168,'Genus sp23',2986728.273,758409.6606
5169,'Genus sp23',2935544.239,761538.6165
5170,'Genus sp23',2830983.54,777225.0031
