values	x	y
0.3098165	31.5	75.5
0.3193088	32.5	75.5
0.3287692	33.5	75.5
0.3381967	34.5	75.5
0.3475904	35.5	75.5
0.3569493	36.5	75.5
0.3662725	37.5	75.5
0.3755592	38.5	75.5
0.3848082	39.5	75.5
0.3940188	40.5	75.5
0.4031899	41.5	75.5
0.4123208	42.5	75.5
0.4214104	43.5	75.5
0.4304579	44.5	75.5
0.4394623	45.5	75.5
0.4484228	46.5	75.5
0.4573385	47.5	75.5
0.4662084	48.5	75.5
0.4750316	49.5	75.5
0.4838074	50.5	75.5
0.4925348	51.5	75.5
0.501213	52.5	75.5
0.509841	53.5	75.5
0.5184181	54.5	75.5
0.5269433	55.5	75.5
0.5354158	56.5	75.5
0.5438348	57.5	75.5
0.5521994	58.5	75.5
0.5605087	59.5	75.5
0.5687621	60.5	75.5
0.5769585	61.5	75.5
0.5850973	62.5	75.5
0.5931775	63.5	75.5
0.6011984	64.5	75.5
0.6091592	65.5	75.5
0.6170591	66.5	75.5
0.6248973	67.5	75.5
0.632673	68.5	75.5
0.6403854	69.5	75.5
0.6480339	70.5	75.5
0.6556174	71.5	75.5
0.6631355	72.5	75.5
0.6705872	73.5	75.5
0.6779718	74.5	75.5
0.6852887	75.5	75.5
0.692537	76.5	75.5
0.6997161	77.5	75.5
0.7068252	78.5	75.5
0.7138636	79.5	75.5
0.7208306	80.5	75.5
0.7277256	81.5	75.5
0.7345478	82.5	75.5
0.7412965	83.5	75.5
0.7479711	84.5	75.5
0.7545709	85.5	75.5
0.7610953	86.5	75.5
0.7675435	87.5	75.5
0.773915	88.5	75.5
0.7802091	89.5	75.5
0.7864252	90.5	75.5
0.7925626	91.5	75.5
0.7986208	92.5	75.5
0.8045991	93.5	75.5
0.8104969	94.5	75.5
0.8163137	95.5	75.5
0.8220489	96.5	75.5
0.8277019	97.5	75.5
0.8332721	98.5	75.5
0.8387589	99.5	75.5
0.004999979	0.5	74.5
0.01499944	1.5	74.5
0.0249974	2.5	74.5
0.03499286	3.5	74.5
0.04498481	4.5	74.5
0.05497228	5.5	74.5
0.06495424	6.5	74.5
0.07492971	7.5	74.5
0.08489768	8.5	74.5
0.09485717	9.5	74.5
0.1048072	10.5	74.5
0.1147467	11.5	74.5
0.1246747	12.5	74.5
0.1345903	13.5	74.5
0.1444924	14.5	74.5
0.1543801	15.5	74.5
0.1642523	16.5	74.5
0.1741081	17.5	74.5
0.1839465	18.5	74.5
0.1937665	19.5	74.5
0.2035672	20.5	74.5
0.2133474	21.5	74.5
0.2231064	22.5	74.5
0.232843	23.5	74.5
0.2425563	24.5	74.5
0.2522454	25.5	74.5
0.2619093	26.5	74.5
0.2715469	27.5	74.5
0.2811575	28.5	74.5
0.2907399	29.5	74.5
0.3002932	30.5	74.5
0.3098165	31.5	74.5
0.3193088	32.5	74.5
0.3287692	33.5	74.5
0.3381967	34.5	74.5
0.3475904	35.5	74.5
0.3569493	36.5	74.5
0.3662725	37.5	74.5
0.3755592	38.5	74.5
0.3848082	39.5	74.5
0.3940188	40.5	74.5
0.4031899	41.5	74.5
0.4123208	42.5	74.5
0.4214104	43.5	74.5
0.4304579	44.5	74.5
0.4394623	45.5	74.5
0.4484228	46.5	74.5
0.4573385	47.5	74.5
0.4662084	48.5	74.5
0.4750316	49.5	74.5
0.4838074	50.5	74.5
0.4925348	51.5	74.5
0.501213	52.5	74.5
0.509841	53.5	74.5
0.5184181	54.5	74.5
0.5269433	55.5	74.5
0.5354158	56.5	74.5
0.5438348	57.5	74.5
0.5521994	58.5	74.5
0.5605087	59.5	74.5
0.5687621	60.5	74.5
0.5769585	61.5	74.5
0.5850973	62.5	74.5
0.5931775	63.5	74.5
0.6011984	64.5	74.5
0.6091592	65.5	74.5
0.6170591	66.5	74.5
0.6248973	67.5	74.5
0.632673	68.5	74.5
0.6403854	69.5	74.5
0.6480339	70.5	74.5
0.6556174	71.5	74.5
0.6631355	72.5	74.5
0.6705872	73.5	74.5
0.6779718	74.5	74.5
0.6852887	75.5	74.5
0.692537	76.5	74.5
0.6997161	77.5	74.5
0.7068252	78.5	74.5
0.7138636	79.5	74.5
0.7208306	80.5	74.5
0.7277256	81.5	74.5
0.7345478	82.5	74.5
0.7412965	83.5	74.5
0.7479711	84.5	74.5
0.7545709	85.5	74.5
0.7610953	86.5	74.5
0.7675435	87.5	74.5
0.773915	88.5	74.5
0.7802091	89.5	74.5
0.7864252	90.5	74.5
0.7925626	91.5	74.5
0.7986208	92.5	74.5
0.8045991	93.5	74.5
0.8104969	94.5	74.5
0.8163137	95.5	74.5
0.8220489	96.5	74.5
0.8277019	97.5	74.5
0.8332721	98.5	74.5
0.8387589	99.5	74.5
0.004999979	0.5	73.5
0.01499944	1.5	73.5
0.0249974	2.5	73.5
0.03499286	3.5	73.5
0.04498481	4.5	73.5
0.05497228	5.5	73.5
0.06495424	6.5	73.5
0.07492971	7.5	73.5
0.08489768	8.5	73.5
0.09485717	9.5	73.5
0.1048072	10.5	73.5
0.1147467	11.5	73.5
0.1246747	12.5	73.5
0.1345903	13.5	73.5
0.1444924	14.5	73.5
0.1543801	15.5	73.5
0.1642523	16.5	73.5
0.1741081	17.5	73.5
0.1839465	18.5	73.5
0.1937665	19.5	73.5
0.2035672	20.5	73.5
0.2133474	21.5	73.5
0.2231064	22.5	73.5
0.232843	23.5	73.5
0.2425563	24.5	73.5
0.2522454	25.5	73.5
0.2619093	26.5	73.5
0.2715469	27.5	73.5
0.2811575	28.5	73.5
0.2907399	29.5	73.5
0.3002932	30.5	73.5
0.3098165	31.5	73.5
0.3193088	32.5	73.5
0.3287692	33.5	73.5
0.3381967	34.5	73.5
0.3475904	35.5	73.5
0.3569493	36.5	73.5
0.3662725	37.5	73.5
0.3755592	38.5	73.5
0.3848082	39.5	73.5
0.3940188	40.5	73.5
0.4031899	41.5	73.5
0.4123208	42.5	73.5
0.4214104	43.5	73.5
0.4304579	44.5	73.5
0.4394623	45.5	73.5
0.4484228	46.5	73.5
0.4573385	47.5	73.5
0.4662084	48.5	73.5
0.4750316	49.5	73.5
0.4838074	50.5	73.5
0.4925348	51.5	73.5
0.501213	52.5	73.5
0.509841	53.5	73.5
0.5184181	54.5	73.5
0.5269433	55.5	73.5
0.5354158	56.5	73.5
0.5438348	57.5	73.5
0.5521994	58.5	73.5
0.5605087	59.5	73.5
0.5687621	60.5	73.5
0.5769585	61.5	73.5
0.5850973	62.5	73.5
0.5931775	63.5	73.5
0.6011984	64.5	73.5
0.6091592	65.5	73.5
0.6170591	66.5	73.5
0.6248973	67.5	73.5
0.632673	68.5	73.5
0.6403854	69.5	73.5
0.6480339	70.5	73.5
0.6556174	71.5	73.5
0.6631355	72.5	73.5
0.6705872	73.5	73.5
0.6779718	74.5	73.5
0.6852887	75.5	73.5
0.692537	76.5	73.5
0.6997161	77.5	73.5
0.7068252	78.5	73.5
0.7138636	79.5	73.5
0.7208306	80.5	73.5
0.7277256	81.5	73.5
0.7345478	82.5	73.5
0.7412965	83.5	73.5
0.7479711	84.5	73.5
0.7545709	85.5	73.5
0.7610953	86.5	73.5
0.7675435	87.5	73.5
0.773915	88.5	73.5
0.7802091	89.5	73.5
0.7864252	90.5	73.5
0.7925626	91.5	73.5
0.7986208	92.5	73.5
0.8045991	93.5	73.5
0.8104969	94.5	73.5
0.8163137	95.5	73.5
0.8220489	96.5	73.5
0.8277019	97.5	73.5
0.8332721	98.5	73.5
0.8387589	99.5	73.5
0.004999979	0.5	72.5
0.01499944	1.5	72.5
0.0249974	2.5	72.5
0.03499286	3.5	72.5
0.04498481	4.5	72.5
0.05497228	5.5	72.5
0.06495424	6.5	72.5
0.07492971	7.5	72.5
0.08489768	8.5	72.5
0.09485717	9.5	72.5
0.1048072	10.5	72.5
0.1147467	11.5	72.5
0.1246747	12.5	72.5
0.1345903	13.5	72.5
0.1444924	14.5	72.5
0.1543801	15.5	72.5
0.1642523	16.5	72.5
0.1741081	17.5	72.5
0.1839465	18.5	72.5
0.1937665	19.5	72.5
0.2035672	20.5	72.5
0.2133474	21.5	72.5
0.2231064	22.5	72.5
0.232843	23.5	72.5
0.2425563	24.5	72.5
0.2522454	25.5	72.5
0.2619093	26.5	72.5
0.2715469	27.5	72.5
0.2811575	28.5	72.5
0.2907399	29.5	72.5
0.3002932	30.5	72.5
0.3098165	31.5	72.5
0.3193088	32.5	72.5
0.3287692	33.5	72.5
0.3381967	34.5	72.5
0.3475904	35.5	72.5
0.3569493	36.5	72.5
0.3662725	37.5	72.5
0.3755592	38.5	72.5
0.3848082	39.5	72.5
0.3940188	40.5	72.5
0.4031899	41.5	72.5
0.4123208	42.5	72.5
0.4214104	43.5	72.5
0.4304579	44.5	72.5
0.4394623	45.5	72.5
0.4484228	46.5	72.5
0.4573385	47.5	72.5
0.4662084	48.5	72.5
0.4750316	49.5	72.5
0.4838074	50.5	72.5
0.4925348	51.5	72.5
0.501213	52.5	72.5
0.509841	53.5	72.5
0.5184181	54.5	72.5
0.5269433	55.5	72.5
0.5354158	56.5	72.5
0.5438348	57.5	72.5
0.5521994	58.5	72.5
0.5605087	59.5	72.5
0.5687621	60.5	72.5
0.5769585	61.5	72.5
0.5850973	62.5	72.5
0.5931775	63.5	72.5
0.6011984	64.5	72.5
0.6091592	65.5	72.5
0.6170591	66.5	72.5
0.6248973	67.5	72.5
0.632673	68.5	72.5
0.6403854	69.5	72.5
0.6480339	70.5	72.5
0.6556174	71.5	72.5
0.6631355	72.5	72.5
0.6705872	73.5	72.5
0.6779718	74.5	72.5
0.6852887	75.5	72.5
0.692537	76.5	72.5
0.6997161	77.5	72.5
0.7068252	78.5	72.5
0.7138636	79.5	72.5
0.7208306	80.5	72.5
0.7277256	81.5	72.5
0.7345478	82.5	72.5
0.7412965	83.5	72.5
0.7479711	84.5	72.5
0.7545709	85.5	72.5
0.7610953	86.5	72.5
0.7675435	87.5	72.5
0.773915	88.5	72.5
0.7802091	89.5	72.5
0.7864252	90.5	72.5
0.7925626	91.5	72.5
0.7986208	92.5	72.5
0.8045991	93.5	72.5
0.8104969	94.5	72.5
0.8163137	95.5	72.5
0.8220489	96.5	72.5
0.8277019	97.5	72.5
0.8332721	98.5	72.5
0.8387589	99.5	72.5
0.004999979	0.5	71.5
0.01499944	1.5	71.5
0.0249974	2.5	71.5
0.03499286	3.5	71.5
0.04498481	4.5	71.5
0.05497228	5.5	71.5
0.06495424	6.5	71.5
0.07492971	7.5	71.5
0.08489768	8.5	71.5
0.09485717	9.5	71.5
0.1048072	10.5	71.5
0.1147467	11.5	71.5
0.1246747	12.5	71.5
0.1345903	13.5	71.5
0.1444924	14.5	71.5
0.1543801	15.5	71.5
0.1642523	16.5	71.5
0.1741081	17.5	71.5
0.1839465	18.5	71.5
0.1937665	19.5	71.5
0.2035672	20.5	71.5
0.2133474	21.5	71.5
0.2231064	22.5	71.5
0.232843	23.5	71.5
0.2425563	24.5	71.5
0.2522454	25.5	71.5
0.2619093	26.5	71.5
0.2715469	27.5	71.5
0.2811575	28.5	71.5
0.2907399	29.5	71.5
0.3002932	30.5	71.5
0.3098165	31.5	71.5
0.3193088	32.5	71.5
0.3287692	33.5	71.5
0.3381967	34.5	71.5
0.3475904	35.5	71.5
0.3569493	36.5	71.5
0.3662725	37.5	71.5
0.3755592	38.5	71.5
0.3848082	39.5	71.5
0.3940188	40.5	71.5
0.4031899	41.5	71.5
0.4123208	42.5	71.5
0.4214104	43.5	71.5
0.4304579	44.5	71.5
0.4394623	45.5	71.5
0.4484228	46.5	71.5
0.4573385	47.5	71.5
0.4662084	48.5	71.5
0.4750316	49.5	71.5
0.4838074	50.5	71.5
0.4925348	51.5	71.5
0.501213	52.5	71.5
0.509841	53.5	71.5
0.5184181	54.5	71.5
0.5269433	55.5	71.5
0.5354158	56.5	71.5
0.5438348	57.5	71.5
0.5521994	58.5	71.5
0.5605087	59.5	71.5
0.5687621	60.5	71.5
0.5769585	61.5	71.5
0.5850973	62.5	71.5
0.5931775	63.5	71.5
0.6011984	64.5	71.5
0.6091592	65.5	71.5
0.6170591	66.5	71.5
0.6248973	67.5	71.5
0.632673	68.5	71.5
0.6403854	69.5	71.5
0.6480339	70.5	71.5
0.6556174	71.5	71.5
0.6631355	72.5	71.5
0.6705872	73.5	71.5
0.6779718	74.5	71.5
0.6852887	75.5	71.5
0.692537	76.5	71.5
0.6997161	77.5	71.5
0.7068252	78.5	71.5
0.7138636	79.5	71.5
0.7208306	80.5	71.5
0.7277256	81.5	71.5
0.7345478	82.5	71.5
0.7412965	83.5	71.5
0.7479711	84.5	71.5
0.7545709	85.5	71.5
0.7610953	86.5	71.5
0.7675435	87.5	71.5
0.773915	88.5	71.5
0.7802091	89.5	71.5
0.7864252	90.5	71.5
0.7925626	91.5	71.5
0.7986208	92.5	71.5
0.8045991	93.5	71.5
0.8104969	94.5	71.5
0.8163137	95.5	71.5
0.8220489	96.5	71.5
0.8277019	97.5	71.5
0.8332721	98.5	71.5
0.8387589	99.5	71.5
0.004999979	0.5	70.5
0.01499944	1.5	70.5
0.0249974	2.5	70.5
0.03499286	3.5	70.5
0.04498481	4.5	70.5
0.05497228	5.5	70.5
0.06495424	6.5	70.5
0.07492971	7.5	70.5
0.08489768	8.5	70.5
0.09485717	9.5	70.5
0.1048072	10.5	70.5
0.1147467	11.5	70.5
0.1246747	12.5	70.5
0.1345903	13.5	70.5
0.1444924	14.5	70.5
0.1543801	15.5	70.5
0.1642523	16.5	70.5
0.1741081	17.5	70.5
0.1839465	18.5	70.5
0.1937665	19.5	70.5
0.2035672	20.5	70.5
0.2133474	21.5	70.5
0.2231064	22.5	70.5
0.232843	23.5	70.5
0.2425563	24.5	70.5
0.2522454	25.5	70.5
0.2619093	26.5	70.5
0.2715469	27.5	70.5
0.2811575	28.5	70.5
0.2907399	29.5	70.5
0.3002932	30.5	70.5
0.3098165	31.5	70.5
0.3193088	32.5	70.5
0.3287692	33.5	70.5
0.3381967	34.5	70.5
0.3475904	35.5	70.5
0.3569493	36.5	70.5
0.3662725	37.5	70.5
0.3755592	38.5	70.5
0.3848082	39.5	70.5
0.3940188	40.5	70.5
0.4031899	41.5	70.5
0.4123208	42.5	70.5
0.4214104	43.5	70.5
0.4304579	44.5	70.5
0.4394623	45.5	70.5
0.4484228	46.5	70.5
0.4573385	47.5	70.5
0.4662084	48.5	70.5
0.4750316	49.5	70.5
0.4838074	50.5	70.5
0.4925348	51.5	70.5
0.501213	52.5	70.5
0.509841	53.5	70.5
0.5184181	54.5	70.5
0.5269433	55.5	70.5
0.5354158	56.5	70.5
0.5438348	57.5	70.5
0.5521994	58.5	70.5
0.5605087	59.5	70.5
0.5687621	60.5	70.5
0.5769585	61.5	70.5
0.5850973	62.5	70.5
0.5931775	63.5	70.5
0.6011984	64.5	70.5
0.6091592	65.5	70.5
0.6170591	66.5	70.5
0.6248973	67.5	70.5
0.632673	68.5	70.5
0.6403854	69.5	70.5
0.6480339	70.5	70.5
0.6556174	71.5	70.5
0.6631355	72.5	70.5
0.6705872	73.5	70.5
0.6779718	74.5	70.5
0.6852887	75.5	70.5
0.692537	76.5	70.5
0.6997161	77.5	70.5
0.7068252	78.5	70.5
0.7138636	79.5	70.5
0.7208306	80.5	70.5
0.7277256	81.5	70.5
0.7345478	82.5	70.5
0.7412965	83.5	70.5
0.7479711	84.5	70.5
0.7545709	85.5	70.5
0.7610953	86.5	70.5
0.7675435	87.5	70.5
0.773915	88.5	70.5
0.7802091	89.5	70.5
0.7864252	90.5	70.5
0.7925626	91.5	70.5
0.7986208	92.5	70.5
0.8045991	93.5	70.5
0.8104969	94.5	70.5
0.8163137	95.5	70.5
0.8220489	96.5	70.5
0.8277019	97.5	70.5
0.8332721	98.5	70.5
0.8387589	99.5	70.5
0.004999979	0.5	69.5
0.01499944	1.5	69.5
0.0249974	2.5	69.5
0.03499286	3.5	69.5
0.04498481	4.5	69.5
0.05497228	5.5	69.5
0.06495424	6.5	69.5
0.07492971	7.5	69.5
0.08489768	8.5	69.5
0.09485717	9.5	69.5
0.1048072	10.5	69.5
0.1147467	11.5	69.5
0.1246747	12.5	69.5
0.1345903	13.5	69.5
0.1444924	14.5	69.5
0.1543801	15.5	69.5
0.1642523	16.5	69.5
0.1741081	17.5	69.5
0.1839465	18.5	69.5
0.1937665	19.5	69.5
0.2035672	20.5	69.5
0.2133474	21.5	69.5
0.2231064	22.5	69.5
0.232843	23.5	69.5
0.2425563	24.5	69.5
0.2522454	25.5	69.5
0.2619093	26.5	69.5
0.2715469	27.5	69.5
0.2811575	28.5	69.5
0.2907399	29.5	69.5
0.3002932	30.5	69.5
0.3098165	31.5	69.5
0.3193088	32.5	69.5
0.3287692	33.5	69.5
0.3381967	34.5	69.5
0.3475904	35.5	69.5
0.3569493	36.5	69.5
0.3662725	37.5	69.5
0.3755592	38.5	69.5
0.3848082	39.5	69.5
0.3940188	40.5	69.5
0.4031899	41.5	69.5
0.4123208	42.5	69.5
0.4214104	43.5	69.5
0.4304579	44.5	69.5
0.4394623	45.5	69.5
0.4484228	46.5	69.5
0.4573385	47.5	69.5
0.4662084	48.5	69.5
0.4750316	49.5	69.5
0.4838074	50.5	69.5
0.4925348	51.5	69.5
0.501213	52.5	69.5
0.509841	53.5	69.5
0.5184181	54.5	69.5
0.5269433	55.5	69.5
0.5354158	56.5	69.5
0.5438348	57.5	69.5
0.5521994	58.5	69.5
0.5605087	59.5	69.5
0.5687621	60.5	69.5
0.5769585	61.5	69.5
0.5850973	62.5	69.5
0.5931775	63.5	69.5
0.6011984	64.5	69.5
0.6091592	65.5	69.5
0.6170591	66.5	69.5
0.6248973	67.5	69.5
0.632673	68.5	69.5
0.6403854	69.5	69.5
0.6480339	70.5	69.5
0.6556174	71.5	69.5
0.6631355	72.5	69.5
0.6705872	73.5	69.5
0.6779718	74.5	69.5
0.6852887	75.5	69.5
0.692537	76.5	69.5
0.6997161	77.5	69.5
0.7068252	78.5	69.5
0.7138636	79.5	69.5
0.7208306	80.5	69.5
0.7277256	81.5	69.5
0.7345478	82.5	69.5
0.7412965	83.5	69.5
0.7479711	84.5	69.5
0.7545709	85.5	69.5
0.7610953	86.5	69.5
0.7675435	87.5	69.5
0.773915	88.5	69.5
0.7802091	89.5	69.5
0.7864252	90.5	69.5
0.7925626	91.5	69.5
0.7986208	92.5	69.5
0.8045991	93.5	69.5
0.8104969	94.5	69.5
0.8163137	95.5	69.5
0.8220489	96.5	69.5
0.8277019	97.5	69.5
0.8332721	98.5	69.5
0.8387589	99.5	69.5
0.004999979	0.5	68.5
0.01499944	1.5	68.5
0.0249974	2.5	68.5
0.03499286	3.5	68.5
0.04498481	4.5	68.5
0.05497228	5.5	68.5
0.06495424	6.5	68.5
0.07492971	7.5	68.5
0.08489768	8.5	68.5
0.09485717	9.5	68.5
0.1048072	10.5	68.5
0.1147467	11.5	68.5
0.1246747	12.5	68.5
0.1345903	13.5	68.5
0.1444924	14.5	68.5
0.1543801	15.5	68.5
0.1642523	16.5	68.5
0.1741081	17.5	68.5
0.1839465	18.5	68.5
0.1937665	19.5	68.5
0.2035672	20.5	68.5
0.2133474	21.5	68.5
0.2231064	22.5	68.5
0.232843	23.5	68.5
0.2425563	24.5	68.5
0.2522454	25.5	68.5
0.2619093	26.5	68.5
0.2715469	27.5	68.5
0.2811575	28.5	68.5
0.2907399	29.5	68.5
0.3002932	30.5	68.5
0.3098165	31.5	68.5
0.3193088	32.5	68.5
0.3287692	33.5	68.5
0.3381967	34.5	68.5
0.3475904	35.5	68.5
0.3569493	36.5	68.5
0.3662725	37.5	68.5
0.3755592	38.5	68.5
0.3848082	39.5	68.5
0.3940188	40.5	68.5
0.4031899	41.5	68.5
0.4123208	42.5	68.5
0.4214104	43.5	68.5
0.4304579	44.5	68.5
0.4394623	45.5	68.5
0.4484228	46.5	68.5
0.4573385	47.5	68.5
0.4662084	48.5	68.5
0.4750316	49.5	68.5
0.4838074	50.5	68.5
0.4925348	51.5	68.5
0.501213	52.5	68.5
0.509841	53.5	68.5
0.5184181	54.5	68.5
0.5269433	55.5	68.5
0.5354158	56.5	68.5
0.5438348	57.5	68.5
0.5521994	58.5	68.5
0.5605087	59.5	68.5
0.5687621	60.5	68.5
0.5769585	61.5	68.5
0.5850973	62.5	68.5
0.5931775	63.5	68.5
0.6011984	64.5	68.5
0.6091592	65.5	68.5
0.6170591	66.5	68.5
0.6248973	67.5	68.5
0.632673	68.5	68.5
0.6403854	69.5	68.5
0.6480339	70.5	68.5
0.6556174	71.5	68.5
0.6631355	72.5	68.5
0.6705872	73.5	68.5
0.6779718	74.5	68.5
0.6852887	75.5	68.5
0.692537	76.5	68.5
0.6997161	77.5	68.5
0.7068252	78.5	68.5
0.7138636	79.5	68.5
0.7208306	80.5	68.5
0.7277256	81.5	68.5
0.7345478	82.5	68.5
0.7412965	83.5	68.5
0.7479711	84.5	68.5
0.7545709	85.5	68.5
0.7610953	86.5	68.5
0.7675435	87.5	68.5
0.773915	88.5	68.5
0.7802091	89.5	68.5
0.7864252	90.5	68.5
0.7925626	91.5	68.5
0.7986208	92.5	68.5
0.8045991	93.5	68.5
0.8104969	94.5	68.5
0.8163137	95.5	68.5
0.8220489	96.5	68.5
0.8277019	97.5	68.5
0.8332721	98.5	68.5
0.8387589	99.5	68.5
0.004999979	0.5	67.5
0.01499944	1.5	67.5
0.0249974	2.5	67.5
0.03499286	3.5	67.5
0.04498481	4.5	67.5
0.05497228	5.5	67.5
0.06495424	6.5	67.5
0.07492971	7.5	67.5
0.08489768	8.5	67.5
0.09485717	9.5	67.5
0.1048072	10.5	67.5
0.1147467	11.5	67.5
0.1246747	12.5	67.5
0.1345903	13.5	67.5
0.1444924	14.5	67.5
0.1543801	15.5	67.5
0.1642523	16.5	67.5
0.1741081	17.5	67.5
0.1839465	18.5	67.5
0.1937665	19.5	67.5
0.2035672	20.5	67.5
0.2133474	21.5	67.5
0.2231064	22.5	67.5
0.232843	23.5	67.5
0.2425563	24.5	67.5
0.2522454	25.5	67.5
0.2619093	26.5	67.5
0.2715469	27.5	67.5
0.2811575	28.5	67.5
0.2907399	29.5	67.5
0.3002932	30.5	67.5
0.3098165	31.5	67.5
0.3193088	32.5	67.5
0.3287692	33.5	67.5
0.3381967	34.5	67.5
0.3475904	35.5	67.5
0.3569493	36.5	67.5
0.3662725	37.5	67.5
0.3755592	38.5	67.5
0.3848082	39.5	67.5
0.3940188	40.5	67.5
0.4031899	41.5	67.5
0.4123208	42.5	67.5
0.4214104	43.5	67.5
0.4304579	44.5	67.5
0.4394623	45.5	67.5
0.4484228	46.5	67.5
0.4573385	47.5	67.5
0.4662084	48.5	67.5
0.4750316	49.5	67.5
0.4838074	50.5	67.5
0.4925348	51.5	67.5
0.501213	52.5	67.5
0.509841	53.5	67.5
0.5184181	54.5	67.5
0.5269433	55.5	67.5
0.5354158	56.5	67.5
0.5438348	57.5	67.5
0.5521994	58.5	67.5
0.5605087	59.5	67.5
0.5687621	60.5	67.5
0.5769585	61.5	67.5
0.5850973	62.5	67.5
0.5931775	63.5	67.5
0.6011984	64.5	67.5
0.6091592	65.5	67.5
0.6170591	66.5	67.5
0.6248973	67.5	67.5
0.632673	68.5	67.5
0.6403854	69.5	67.5
0.6480339	70.5	67.5
0.6556174	71.5	67.5
0.6631355	72.5	67.5
0.6705872	73.5	67.5
0.6779718	74.5	67.5
0.6852887	75.5	67.5
0.692537	76.5	67.5
0.6997161	77.5	67.5
0.7068252	78.5	67.5
0.7138636	79.5	67.5
0.7208306	80.5	67.5
0.7277256	81.5	67.5
0.7345478	82.5	67.5
0.7412965	83.5	67.5
0.7479711	84.5	67.5
0.7545709	85.5	67.5
0.7610953	86.5	67.5
0.7675435	87.5	67.5
0.773915	88.5	67.5
0.7802091	89.5	67.5
0.7864252	90.5	67.5
0.7925626	91.5	67.5
0.7986208	92.5	67.5
0.8045991	93.5	67.5
0.8104969	94.5	67.5
0.8163137	95.5	67.5
0.8220489	96.5	67.5
0.8277019	97.5	67.5
0.8332721	98.5	67.5
0.8387589	99.5	67.5
0.004999979	0.5	66.5
0.01499944	1.5	66.5
0.0249974	2.5	66.5
0.03499286	3.5	66.5
0.04498481	4.5	66.5
0.05497228	5.5	66.5
0.06495424	6.5	66.5
0.07492971	7.5	66.5
0.08489768	8.5	66.5
0.09485717	9.5	66.5
0.1048072	10.5	66.5
0.1147467	11.5	66.5
0.1246747	12.5	66.5
0.1345903	13.5	66.5
0.1444924	14.5	66.5
0.1543801	15.5	66.5
0.1642523	16.5	66.5
0.1741081	17.5	66.5
0.1839465	18.5	66.5
0.1937665	19.5	66.5
0.2035672	20.5	66.5
0.2133474	21.5	66.5
0.2231064	22.5	66.5
0.232843	23.5	66.5
0.2425563	24.5	66.5
0.2522454	25.5	66.5
0.2619093	26.5	66.5
0.2715469	27.5	66.5
0.2811575	28.5	66.5
0.2907399	29.5	66.5
0.3002932	30.5	66.5
0.3098165	31.5	66.5
0.3193088	32.5	66.5
0.3287692	33.5	66.5
0.3381967	34.5	66.5
0.3475904	35.5	66.5
0.3569493	36.5	66.5
0.3662725	37.5	66.5
0.3755592	38.5	66.5
0.3848082	39.5	66.5
0.3940188	40.5	66.5
0.4031899	41.5	66.5
0.4123208	42.5	66.5
0.4214104	43.5	66.5
0.4304579	44.5	66.5
0.4394623	45.5	66.5
0.4484228	46.5	66.5
0.4573385	47.5	66.5
0.4662084	48.5	66.5
0.4750316	49.5	66.5
0.4838074	50.5	66.5
0.4925348	51.5	66.5
0.501213	52.5	66.5
0.509841	53.5	66.5
0.5184181	54.5	66.5
0.5269433	55.5	66.5
0.5354158	56.5	66.5
0.5438348	57.5	66.5
0.5521994	58.5	66.5
0.5605087	59.5	66.5
0.5687621	60.5	66.5
0.5769585	61.5	66.5
0.5850973	62.5	66.5
0.5931775	63.5	66.5
0.6011984	64.5	66.5
0.6091592	65.5	66.5
0.6170591	66.5	66.5
0.6248973	67.5	66.5
0.632673	68.5	66.5
0.6403854	69.5	66.5
0.6480339	70.5	66.5
0.6556174	71.5	66.5
0.6631355	72.5	66.5
0.6705872	73.5	66.5
0.6779718	74.5	66.5
0.6852887	75.5	66.5
0.692537	76.5	66.5
0.6997161	77.5	66.5
0.7068252	78.5	66.5
0.7138636	79.5	66.5
0.7208306	80.5	66.5
0.7277256	81.5	66.5
0.7345478	82.5	66.5
0.7412965	83.5	66.5
0.7479711	84.5	66.5
0.7545709	85.5	66.5
0.7610953	86.5	66.5
0.7675435	87.5	66.5
0.773915	88.5	66.5
0.7802091	89.5	66.5
0.7864252	90.5	66.5
0.7925626	91.5	66.5
0.7986208	92.5	66.5
0.8045991	93.5	66.5
0.8104969	94.5	66.5
0.8163137	95.5	66.5
0.8220489	96.5	66.5
0.8277019	97.5	66.5
0.8332721	98.5	66.5
0.8387589	99.5	66.5
0.004999979	0.5	65.5
0.01499944	1.5	65.5
0.0249974	2.5	65.5
0.03499286	3.5	65.5
0.04498481	4.5	65.5
0.05497228	5.5	65.5
0.06495424	6.5	65.5
0.07492971	7.5	65.5
0.08489768	8.5	65.5
0.09485717	9.5	65.5
0.1048072	10.5	65.5
0.1147467	11.5	65.5
0.1246747	12.5	65.5
0.1345903	13.5	65.5
0.1444924	14.5	65.5
0.1543801	15.5	65.5
0.1642523	16.5	65.5
0.1741081	17.5	65.5
0.1839465	18.5	65.5
0.1937665	19.5	65.5
0.2035672	20.5	65.5
0.2133474	21.5	65.5
0.2231064	22.5	65.5
0.232843	23.5	65.5
0.2425563	24.5	65.5
0.2522454	25.5	65.5
0.2619093	26.5	65.5
0.2715469	27.5	65.5
0.2811575	28.5	65.5
0.2907399	29.5	65.5
0.3002932	30.5	65.5
0.3098165	31.5	65.5
0.3193088	32.5	65.5
0.3287692	33.5	65.5
